groupi	groupj	w
1.003.O.	1.268.B.	2
1.003.O.	1.269.O.	2
1.003.O.	1.270.A.	2
1.003.O.	1.270.B.	2
1.003.O.	1.271.A.	2
1.003.O.	1.271.B.	2
1.003.O.	1.272.O.	2
1.003.O.	1.273.O.	3
1.003.O.	1.274.O.	2
1.003.O.	1.275.O.	7
1.003.O.	1.276.O.	17
1.003.O.	1.277.A.	2
1.003.O.	1.277.B.	2
1.003.O.	1.278.O.	4
1.003.O.	1.280.O.	2
1.003.O.	1.281.O.	2
1.003.O.	1.282.A.	2
1.003.O.	1.283.A.	2
1.003.O.	1.283.B.	2
1.003.O.	1.283.C.	2
1.003.O.	1.284.A.	2
1.003.O.	1.286.O.	3
1.003.O.	1.287.O.	2
1.003.O.	1.289.A.	2
1.003.O.	1.291.O.	2
1.003.O.	1.293.O.	1
1.003.O.	12G01.O.	43
1.003.O.	2.044.O.	1
1.003.O.	2.095.A.	17
1.003.O.	2.095.B.	17
1.003.O.	2.117.O.	1
1.003.O.	2.130.O.	2
1.003.O.	2.159.A.	1
1.003.O.	2.159.B.	1
1.004.O.	1.005.O.	1
1.004.O.	1.009.O.	3
1.004.O.	1.012.O.	4
1.004.O.	1.017.O.	3
1.004.O.	1.021.A.	1
1.004.O.	1.021.B.	1
1.004.O.	1.021.C.	1
1.004.O.	1.022.O.	4
1.004.O.	1.023.O.	3
1.004.O.	1.024.O.	3
1.004.O.	1.027.O.	3
1.004.O.	1.032.O.	4
1.004.O.	1.033.O.	4
1.004.O.	1.036.O.	1
1.004.O.	1.037.O.	49
1.004.O.	1.039.O.	1
1.004.O.	1.046.O.	4
1.004.O.	1.049.O.	6
1.004.O.	1.050.O.	6
1.004.O.	1.055.O.	6
1.004.O.	1.056.O.	50
1.004.O.	1.061.O.	1
1.004.O.	1.064.O.	1
1.004.O.	1.066.O.	50
1.004.O.	1.067.O.	1
1.004.O.	1.068.O.	50
1.004.O.	1.072.O.	49
1.004.O.	1.075.O.	3
1.004.O.	1.079.O.	1
1.004.O.	1.083.O.	6
1.004.O.	1.084.O.	2
1.004.O.	1.085.O.	1
1.004.O.	1.087.A.	1
1.004.O.	1.088.O.	3
1.004.O.	1.089.O.	4
1.004.O.	1.090.B.	1
1.004.O.	1.091.O.	1
1.004.O.	1.093.O.	3
1.004.O.	1.094.O.	3
1.004.O.	1.097.O.	1
1.004.O.	1.098.O.	4
1.004.O.	1.101.O.	1
1.004.O.	1.103.O.	3
1.004.O.	1.104.O.	3
1.004.O.	1.108.O.	1
1.004.O.	1.116.O.	1
1.004.O.	1.117.O.	3
1.004.O.	1.118.A.	3
1.004.O.	1.118.B.	3
1.004.O.	1.119.O.	2
1.004.O.	1.127.O.	2
1.004.O.	1.131.O.	1
1.004.O.	1.132.O.	1
1.004.O.	1.134.O.	1
1.004.O.	1.138.O.	1
1.004.O.	1.143.O.	2
1.004.O.	1.147.O.	1
1.004.O.	1.151.O.	1
1.004.O.	1.155.O.	2
1.004.O.	1.158.O.	1
1.004.O.	1.160.O.	3
1.004.O.	1.162.O.	1
1.004.O.	1.166.O.	1
1.004.O.	1.167.O.	1
1.004.O.	1.171.O.	3
1.004.O.	1.172.O.	1
1.004.O.	1.175.O.	1
1.004.O.	1.179.O.	1
1.004.O.	1.181.O.	1
1.004.O.	1.182.O.	1
1.004.O.	1.185.O.	1
1.004.O.	1.189.B.	1
1.004.O.	1.189.C.	1
1.004.O.	1.189.O.	1
1.004.O.	1.190.O.	1
1.004.O.	1.194.O.	3
1.004.O.	1.195.O.	3
1.004.O.	1.196.O.	3
1.004.O.	1.200.O.	3
1.004.O.	1.205.O.	1
1.004.O.	1.207.B.	3
1.004.O.	1.210.O.	1
1.004.O.	1.213.O.	1
1.004.O.	1.216.O.	1
1.004.O.	1.223.O.	1
1.004.O.	1.231.O.	2
1.004.O.	1.232.O.	1
1.004.O.	1.237.A.	3
1.004.O.	1.237.B.	3
1.004.O.	1.238.A.	1
1.004.O.	1.238.B.	1
1.004.O.	1.240.O.	1
1.004.O.	1.242.O.	1
1.004.O.	1.245.O.	1
1.004.O.	1.246.O.	1
1.004.O.	1.247.A.	1
1.004.O.	1.247.B.	1
1.004.O.	1.250.O.	3
1.004.O.	1.251.O.	4
1.004.O.	1.254.O.	1
1.004.O.	1.257.O.	1
1.004.O.	1.259.O.	1
1.004.O.	1.266.O.	1
1.004.O.	1.267.O.	3
1.004.O.	1.268.A.	3
1.004.O.	1.268.B.	3
1.004.O.	1.269.O.	3
1.004.O.	1.270.A.	3
1.004.O.	1.270.B.	3
1.004.O.	1.271.A.	3
1.004.O.	1.271.B.	3
1.004.O.	1.272.O.	3
1.004.O.	1.274.O.	3
1.004.O.	1.277.A.	3
1.004.O.	1.277.B.	3
1.004.O.	1.280.O.	3
1.004.O.	1.281.O.	3
1.004.O.	1.282.A.	3
1.004.O.	1.283.A.	3
1.004.O.	1.283.B.	3
1.004.O.	1.283.C.	3
1.004.O.	1.285.O.	3
1.004.O.	12G01.O.	1
1.004.O.	2.044.O.	42
1.004.O.	2.058.O.	3
1.004.O.	2.096.O.	6
1.004.O.	2.117.O.	3
1.004.O.	3.058.O.	3
1.005.O.	1.007.O.	9
1.005.O.	1.009.O.	18
1.005.O.	1.012.O.	3
1.005.O.	1.013.O.	5
1.005.O.	1.015.O.	1
1.005.O.	1.016.O.	2
1.005.O.	1.017.O.	41
1.005.O.	1.021.A.	2
1.005.O.	1.021.B.	2
1.005.O.	1.021.C.	2
1.005.O.	1.022.O.	3
1.005.O.	1.023.O.	1
1.005.O.	1.024.O.	2
1.005.O.	1.027.O.	3
1.005.O.	1.029.O.	3
1.005.O.	1.030.O.	45
1.005.O.	1.031.O.	2
1.005.O.	1.032.O.	3
1.005.O.	1.033.O.	2
1.005.O.	1.034.O.	1
1.005.O.	1.034.X.	1
1.005.O.	1.036.O.	2
1.005.O.	1.037.O.	1
1.005.O.	1.038.O.	3
1.005.O.	1.039.O.	3
1.005.O.	1.042.O.	3
1.005.O.	1.046.O.	3
1.005.O.	1.047.O.	7
1.005.O.	1.049.O.	1
1.005.O.	1.050.O.	1
1.005.O.	1.052.A.	3
1.005.O.	1.054.O.	6
1.005.O.	1.055.O.	1
1.005.O.	1.056.O.	1
1.005.O.	1.060.A.	5
1.005.O.	1.061.O.	2
1.005.O.	1.063.O.	1
1.005.O.	1.064.O.	1
1.005.O.	1.066.O.	1
1.005.O.	1.067.O.	3
1.005.O.	1.068.O.	1
1.005.O.	1.071.A.	4
1.005.O.	1.072.O.	1
1.005.O.	1.075.O.	41
1.005.O.	1.076.O.	5
1.005.O.	1.079.O.	2
1.005.O.	1.082.O.	1
1.005.O.	1.084.O.	4
1.005.O.	1.085.O.	2
1.005.O.	1.086.O.	39
1.005.O.	1.087.A.	38
1.005.O.	1.088.O.	2
1.005.O.	1.089.O.	3
1.005.O.	1.090.B.	2
1.005.O.	1.091.O.	3
1.005.O.	1.093.O.	41
1.005.O.	1.094.O.	41
1.005.O.	1.098.O.	3
1.005.O.	1.100.O.	36
1.005.O.	1.101.O.	3
1.005.O.	1.103.O.	3
1.005.O.	1.104.O.	1
1.005.O.	1.105.O.	8
1.005.O.	1.106.O.	8
1.005.O.	1.108.O.	1
1.005.O.	1.110.O.	2
1.005.O.	1.111.A.	4
1.005.O.	1.111.B.	4
1.005.O.	1.112.O.	3
1.005.O.	1.113.A.	7
1.005.O.	1.115.A.	1
1.005.O.	1.115.B.	1
1.005.O.	1.116.O.	2
1.005.O.	1.117.O.	3
1.005.O.	1.118.A.	3
1.005.O.	1.118.B.	3
1.005.O.	1.121.O.	1
1.005.O.	1.122.A.	7
1.005.O.	1.122.B.	7
1.005.O.	1.123.O.	5
1.005.O.	1.124.O.	37
1.005.O.	1.127.O.	2
1.005.O.	1.131.O.	4
1.005.O.	1.132.O.	4
1.005.O.	1.133.O.	2
1.005.O.	1.134.O.	3
1.005.O.	1.135.O.	3
1.005.O.	1.137.O.	3
1.005.O.	1.139.A.	1
1.005.O.	1.139.B.	1
1.005.O.	1.144.O.	4
1.005.O.	1.147.O.	4
1.005.O.	1.148.O.	3
1.005.O.	1.149.O.	8
1.005.O.	1.151.O.	4
1.005.O.	1.154.O.	2
1.005.O.	1.157.O.	2
1.005.O.	1.158.O.	39
1.005.O.	1.160.O.	4
1.005.O.	1.161.O.	3
1.005.O.	1.162.O.	4
1.005.O.	1.164.O.	40
1.005.O.	1.167.O.	2
1.005.O.	1.168.O.	3
1.005.O.	1.170.O.	2
1.005.O.	1.171.O.	3
1.005.O.	1.172.O.	2
1.005.O.	1.173.O.	9
1.005.O.	1.174.O.	35
1.005.O.	1.175.O.	40
1.005.O.	1.176.O.	2
1.005.O.	1.177.O.	2
1.005.O.	1.178.O.	1
1.005.O.	1.181.O.	43
1.005.O.	1.182.O.	3
1.005.O.	1.183.O.	3
1.005.O.	1.184.A.	2
1.005.O.	1.185.O.	2
1.005.O.	1.186.O.	9
1.005.O.	1.187.O.	2
1.005.O.	1.189.B.	3
1.005.O.	1.189.C.	3
1.005.O.	1.189.O.	3
1.005.O.	1.191.O.	35
1.005.O.	1.193.O.	2
1.005.O.	1.194.O.	3
1.005.O.	1.195.O.	3
1.005.O.	1.196.O.	3
1.005.O.	1.197.A.	7
1.005.O.	1.198.A.	3
1.005.O.	1.198.B.	3
1.005.O.	1.199.A.	9
1.005.O.	1.199.B.	9
1.005.O.	1.200.O.	3
1.005.O.	1.201.B.	40
1.005.O.	1.205.O.	3
1.005.O.	1.206.O.	3
1.005.O.	1.207.B.	3
1.005.O.	1.209.O.	1
1.005.O.	1.210.O.	4
1.005.O.	1.211.A.	3
1.005.O.	1.211.B.	3
1.005.O.	1.213.O.	5
1.005.O.	1.214.O.	5
1.005.O.	1.216.O.	3
1.005.O.	1.223.O.	37
1.005.O.	1.225.O.	39
1.005.O.	1.226.O.	3
1.005.O.	1.228.O.	2
1.005.O.	1.232.O.	3
1.005.O.	1.236.O.	3
1.005.O.	1.237.A.	4
1.005.O.	1.237.B.	4
1.005.O.	1.239.O.	1
1.005.O.	1.240.O.	2
1.005.O.	1.242.O.	3
1.005.O.	1.243.O.	8
1.005.O.	1.244.A.	1
1.005.O.	1.246.O.	36
1.005.O.	1.247.A.	6
1.005.O.	1.247.B.	6
1.005.O.	1.248.O.	7
1.005.O.	1.250.O.	1
1.005.O.	1.251.O.	2
1.005.O.	1.255.O.	1
1.005.O.	1.256.O.	8
1.005.O.	1.263.A.	8
1.005.O.	1.263.B.	8
1.005.O.	1.265.O.	3
1.005.O.	1.266.O.	3
1.005.O.	1.267.O.	3
1.005.O.	1.268.A.	3
1.005.O.	1.268.B.	3
1.005.O.	1.269.O.	3
1.005.O.	1.270.A.	3
1.005.O.	1.270.B.	3
1.005.O.	1.271.A.	3
1.005.O.	1.271.B.	3
1.005.O.	1.272.O.	3
1.005.O.	1.273.O.	7
1.005.O.	1.274.O.	3
1.005.O.	1.275.O.	6
1.005.O.	1.276.O.	2
1.005.O.	1.277.A.	3
1.005.O.	1.277.B.	3
1.005.O.	1.278.O.	7
1.005.O.	1.280.O.	3
1.005.O.	1.281.O.	3
1.005.O.	1.282.A.	3
1.005.O.	1.283.A.	3
1.005.O.	1.283.B.	3
1.005.O.	1.283.C.	3
1.005.O.	1.284.A.	8
1.005.O.	1.285.O.	1
1.005.O.	1.286.O.	9
1.005.O.	1.287.O.	8
1.005.O.	1.289.A.	7
1.005.O.	1.291.O.	4
1.005.O.	1.293.O.	1
1.005.O.	12G01.O.	3
1.005.O.	2.044.O.	1
1.005.O.	2.058.O.	2
1.005.O.	2.095.A.	2
1.005.O.	2.095.B.	2
1.005.O.	2.117.O.	3
1.005.O.	3.058.O.	2
1.007.O.	1.009.O.	2
1.007.O.	1.012.O.	3
1.007.O.	1.013.O.	3
1.007.O.	1.015.O.	1
1.007.O.	1.016.O.	16
1.007.O.	1.017.O.	4
1.007.O.	1.021.A.	2
1.007.O.	1.021.B.	2
1.007.O.	1.021.C.	2
1.007.O.	1.022.O.	3
1.007.O.	1.023.O.	2
1.007.O.	1.024.O.	1
1.007.O.	1.025.O.	2
1.007.O.	1.026.O.	2
1.007.O.	1.027.O.	3
1.007.O.	1.029.O.	15
1.007.O.	1.030.O.	6
1.007.O.	1.032.O.	1
1.007.O.	1.033.O.	2
1.007.O.	1.034.O.	1
1.007.O.	1.034.X.	1
1.007.O.	1.036.O.	6
1.007.O.	1.038.O.	12
1.007.O.	1.039.O.	3
1.007.O.	1.042.O.	15
1.007.O.	1.046.O.	1
1.007.O.	1.047.O.	12
1.007.O.	1.052.A.	4
1.007.O.	1.054.O.	16
1.007.O.	1.060.A.	12
1.007.O.	1.061.O.	3
1.007.O.	1.064.O.	1
1.007.O.	1.067.O.	4
1.007.O.	1.070.O.	1
1.007.O.	1.071.A.	16
1.007.O.	1.074.O.	2
1.007.O.	1.075.O.	4
1.007.O.	1.076.O.	5
1.007.O.	1.077.O.	1
1.007.O.	1.079.O.	4
1.007.O.	1.082.O.	1
1.007.O.	1.084.O.	2
1.007.O.	1.086.O.	7
1.007.O.	1.087.A.	8
1.007.O.	1.088.O.	2
1.007.O.	1.089.O.	3
1.007.O.	1.090.B.	5
1.007.O.	1.091.O.	2
1.007.O.	1.093.O.	4
1.007.O.	1.094.O.	4
1.007.O.	1.097.O.	2
1.007.O.	1.098.O.	3
1.007.O.	1.100.O.	5
1.007.O.	1.101.O.	3
1.007.O.	1.103.O.	2
1.007.O.	1.104.O.	2
1.007.O.	1.105.O.	54
1.007.O.	1.106.O.	55
1.007.O.	1.108.O.	1
1.007.O.	1.110.O.	3
1.007.O.	1.111.A.	3
1.007.O.	1.111.B.	3
1.007.O.	1.112.O.	13
1.007.O.	1.113.A.	11
1.007.O.	1.115.A.	1
1.007.O.	1.115.B.	1
1.007.O.	1.116.O.	1
1.007.O.	1.117.O.	1
1.007.O.	1.118.A.	2
1.007.O.	1.118.B.	2
1.007.O.	1.119.O.	2
1.007.O.	1.121.O.	1
1.007.O.	1.122.A.	4
1.007.O.	1.122.B.	4
1.007.O.	1.123.O.	12
1.007.O.	1.124.O.	6
1.007.O.	1.127.O.	4
1.007.O.	1.131.O.	4
1.007.O.	1.132.O.	2
1.007.O.	1.133.O.	2
1.007.O.	1.134.O.	3
1.007.O.	1.135.O.	6
1.007.O.	1.137.O.	7
1.007.O.	1.139.A.	1
1.007.O.	1.139.B.	1
1.007.O.	1.143.O.	2
1.007.O.	1.144.O.	6
1.007.O.	1.148.O.	3
1.007.O.	1.149.O.	57
1.007.O.	1.150.O.	2
1.007.O.	1.151.O.	1
1.007.O.	1.152.O.	2
1.007.O.	1.154.O.	4
1.007.O.	1.155.O.	1
1.007.O.	1.157.O.	4
1.007.O.	1.158.O.	6
1.007.O.	1.160.O.	4
1.007.O.	1.161.O.	3
1.007.O.	1.164.O.	6
1.007.O.	1.165.O.	2
1.007.O.	1.167.O.	2
1.007.O.	1.168.O.	4
1.007.O.	1.169.O.	2
1.007.O.	1.170.O.	1
1.007.O.	1.171.O.	4
1.007.O.	1.172.O.	1
1.007.O.	1.173.O.	57
1.007.O.	1.174.O.	6
1.007.O.	1.175.O.	6
1.007.O.	1.176.O.	3
1.007.O.	1.177.O.	3
1.007.O.	1.178.O.	5
1.007.O.	1.181.O.	8
1.007.O.	1.182.O.	3
1.007.O.	1.183.O.	1
1.007.O.	1.184.A.	2
1.007.O.	1.186.O.	53
1.007.O.	1.187.O.	4
1.007.O.	1.188.A.	2
1.007.O.	1.188.B.	2
1.007.O.	1.188.C.	2
1.007.O.	1.189.B.	3
1.007.O.	1.189.C.	3
1.007.O.	1.189.O.	3
1.007.O.	1.191.O.	8
1.007.O.	1.193.O.	3
1.007.O.	1.194.O.	3
1.007.O.	1.195.O.	3
1.007.O.	1.196.O.	3
1.007.O.	1.197.A.	10
1.007.O.	1.198.A.	6
1.007.O.	1.198.B.	6
1.007.O.	1.199.A.	54
1.007.O.	1.199.B.	54
1.007.O.	1.200.O.	3
1.007.O.	1.201.B.	7
1.007.O.	1.205.O.	2
1.007.O.	1.206.O.	2
1.007.O.	1.207.B.	1
1.007.O.	1.208.B.	2
1.007.O.	1.209.O.	1
1.007.O.	1.210.O.	2
1.007.O.	1.211.A.	2
1.007.O.	1.211.B.	2
1.007.O.	1.213.O.	5
1.007.O.	1.214.O.	3
1.007.O.	1.216.O.	5
1.007.O.	1.223.O.	9
1.007.O.	1.224.A.	2
1.007.O.	1.225.O.	7
1.007.O.	1.226.O.	4
1.007.O.	1.228.O.	4
1.007.O.	1.231.O.	2
1.007.O.	1.232.O.	3
1.007.O.	1.235.O.	1
1.007.O.	1.236.O.	4
1.007.O.	1.237.A.	4
1.007.O.	1.237.B.	4
1.007.O.	1.238.A.	2
1.007.O.	1.238.B.	2
1.007.O.	1.239.O.	3
1.007.O.	1.240.O.	2
1.007.O.	1.242.O.	3
1.007.O.	1.243.O.	56
1.007.O.	1.245.O.	3
1.007.O.	1.246.O.	7
1.007.O.	1.247.A.	3
1.007.O.	1.247.B.	3
1.007.O.	1.248.O.	57
1.007.O.	1.250.O.	2
1.007.O.	1.251.O.	2
1.007.O.	1.253.O.	1
1.007.O.	1.254.O.	1
1.007.O.	1.256.O.	53
1.007.O.	1.261.O.	2
1.007.O.	1.263.A.	57
1.007.O.	1.263.B.	57
1.007.O.	1.264.O.	1
1.007.O.	1.265.O.	7
1.007.O.	1.266.O.	1
1.007.O.	1.267.O.	3
1.007.O.	1.268.A.	3
1.007.O.	1.268.B.	3
1.007.O.	1.269.O.	3
1.007.O.	1.270.A.	3
1.007.O.	1.270.B.	3
1.007.O.	1.271.A.	3
1.007.O.	1.271.B.	3
1.007.O.	1.272.O.	3
1.007.O.	1.273.O.	53
1.007.O.	1.274.O.	3
1.007.O.	1.275.O.	1
1.007.O.	1.276.O.	4
1.007.O.	1.277.A.	3
1.007.O.	1.277.B.	3
1.007.O.	1.278.O.	54
1.007.O.	1.280.O.	3
1.007.O.	1.281.O.	3
1.007.O.	1.282.A.	3
1.007.O.	1.283.A.	3
1.007.O.	1.283.B.	3
1.007.O.	1.283.C.	3
1.007.O.	1.284.A.	13
1.007.O.	1.285.O.	2
1.007.O.	1.286.O.	61
1.007.O.	1.287.O.	13
1.007.O.	1.289.A.	12
1.007.O.	1.291.O.	10
1.007.O.	1.293.O.	1
1.007.O.	12G01.O.	4
1.007.O.	2.058.O.	1
1.007.O.	2.095.A.	2
1.007.O.	2.095.B.	2
1.007.O.	2.117.O.	1
1.007.O.	2.130.O.	2
1.007.O.	2.275.O.	1
1.007.O.	3.058.O.	1
1.008.O.	1.011.O.	20
1.008.O.	1.020.O.	19
1.008.O.	1.028.O.	1
1.008.O.	1.040.O.	21
1.008.O.	1.043.O.	18
1.008.O.	1.044.O.	18
1.008.O.	1.048.O.	18
1.008.O.	1.057.O.	18
1.008.O.	1.062.O.	21
1.008.O.	1.069.O.	21
1.008.O.	1.080.O.	18
1.008.O.	1.095.O.	18
1.008.O.	1.102.O.	18
1.008.O.	1.107.A.	18
1.008.O.	1.107.B.	18
1.008.O.	1.107.C.	18
1.008.O.	1.125.O.	21
1.008.O.	1.136.O.	1
1.008.O.	1.141.A.	18
1.008.O.	1.142.O.	1
1.008.O.	1.156.O.	1
1.008.O.	1.159.O.	1
1.008.O.	1.217.O.	1
1.008.O.	1.219.O.	1
1.008.O.	1.249.A.	5
1.008.O.	1.249.B.	5
1.008.O.	2.092.O.	21
1.008.O.	2.159.A.	1
1.008.O.	2.159.B.	1
1.009.O.	1.012.O.	2
1.009.O.	1.016.O.	2
1.009.O.	1.017.O.	20
1.009.O.	1.022.O.	2
1.009.O.	1.023.O.	4
1.009.O.	1.024.O.	4
1.009.O.	1.025.O.	1
1.009.O.	1.026.O.	1
1.009.O.	1.027.O.	5
1.009.O.	1.029.O.	2
1.009.O.	1.030.O.	18
1.009.O.	1.032.O.	3
1.009.O.	1.033.O.	4
1.009.O.	1.037.O.	3
1.009.O.	1.038.O.	2
1.009.O.	1.042.O.	2
1.009.O.	1.046.O.	3
1.009.O.	1.049.O.	3
1.009.O.	1.050.O.	3
1.009.O.	1.052.A.	2
1.009.O.	1.054.O.	2
1.009.O.	1.055.O.	3
1.009.O.	1.056.O.	3
1.009.O.	1.063.O.	1
1.009.O.	1.066.O.	3
1.009.O.	1.068.O.	3
1.009.O.	1.070.O.	2
1.009.O.	1.071.A.	2
1.009.O.	1.072.O.	3
1.009.O.	1.075.O.	20
1.009.O.	1.077.O.	2
1.009.O.	1.083.O.	3
1.009.O.	1.084.O.	2
1.009.O.	1.086.O.	18
1.009.O.	1.087.A.	17
1.009.O.	1.088.O.	3
1.009.O.	1.089.O.	2
1.009.O.	1.093.O.	20
1.009.O.	1.094.O.	20
1.009.O.	1.097.O.	1
1.009.O.	1.098.O.	2
1.009.O.	1.100.O.	17
1.009.O.	1.101.O.	2
1.009.O.	1.103.O.	4
1.009.O.	1.104.O.	4
1.009.O.	1.105.O.	2
1.009.O.	1.106.O.	3
1.009.O.	1.111.A.	2
1.009.O.	1.111.B.	2
1.009.O.	1.112.O.	2
1.009.O.	1.117.O.	2
1.009.O.	1.118.A.	3
1.009.O.	1.118.B.	3
1.009.O.	1.123.O.	1
1.009.O.	1.124.O.	18
1.009.O.	1.138.O.	1
1.009.O.	1.149.O.	2
1.009.O.	1.150.O.	1
1.009.O.	1.152.O.	1
1.009.O.	1.158.O.	18
1.009.O.	1.160.O.	3
1.009.O.	1.161.O.	1
1.009.O.	1.164.O.	18
1.009.O.	1.169.O.	1
1.009.O.	1.170.O.	1
1.009.O.	1.171.O.	5
1.009.O.	1.173.O.	2
1.009.O.	1.174.O.	17
1.009.O.	1.175.O.	18
1.009.O.	1.179.O.	1
1.009.O.	1.181.O.	17
1.009.O.	1.186.O.	2
1.009.O.	1.188.A.	1
1.009.O.	1.188.B.	1
1.009.O.	1.188.C.	1
1.009.O.	1.191.O.	17
1.009.O.	1.194.O.	5
1.009.O.	1.195.O.	5
1.009.O.	1.196.O.	5
1.009.O.	1.198.A.	1
1.009.O.	1.198.B.	1
1.009.O.	1.199.A.	2
1.009.O.	1.199.B.	2
1.009.O.	1.200.O.	5
1.009.O.	1.201.B.	17
1.009.O.	1.205.O.	1
1.009.O.	1.207.B.	2
1.009.O.	1.210.O.	1
1.009.O.	1.214.O.	2
1.009.O.	1.223.O.	17
1.009.O.	1.224.A.	1
1.009.O.	1.225.O.	17
1.009.O.	1.232.O.	1
1.009.O.	1.237.A.	3
1.009.O.	1.237.B.	3
